,0,1,2,3,4,5,6,7,8,9,10,11,12
733,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,,,,,,
734,CPAYAGR,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
735,AGE,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
736,AGE,FREQ,GEO,INDICATORS,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
737,FREQ,GEO,INDICATORS,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
738,FREQ,GEO,INDICATORS,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
739,CPAYAGR,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
740,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
741,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,
742,CURRENCY,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
743,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
744,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
745,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,
746,CPAYAGR,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
747,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
748,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,
749,CURRENCY,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
750,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
751,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
752,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,
753,CPAYAGR,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
754,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
755,AGE,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,
756,CURRENCY,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
757,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
758,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
759,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,
760,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
761,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
762,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,
763,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
764,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
765,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
766,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
767,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
768,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
769,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,
770,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
771,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
772,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
773,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
774,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
775,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
776,CURRENCY,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,
777,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
778,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,
779,EMP_CONT,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
780,FREQ,GEO,INDICATORS,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,,,,,
781,FREQ,GEO,INDICATORS,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
782,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
783,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
784,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,TIME,UNIT,WORKTIME,,,,,
785,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
786,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
787,FREQ,GEO,INDICATORS,INDIC_SE,OBS_FLAG,TIME,UNIT,,,,,,
788,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,,,,,,
789,CPAYAGR,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
790,AGE,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
791,AGE,FREQ,GEO,INDICATORS,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
792,FREQ,GEO,INDICATORS,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
793,FREQ,GEO,INDICATORS,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
794,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
795,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
796,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
797,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
798,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
799,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
800,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
801,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
802,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
803,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
804,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
805,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
806,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
807,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
808,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
809,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
810,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
811,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
812,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
813,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
814,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
815,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
816,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
817,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
818,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
819,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
820,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
821,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
822,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
823,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
824,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
825,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
826,FREQ,GEO,INDICATORS,INDIC_SE,ISCED11,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
827,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
828,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
829,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
830,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
831,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
832,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
833,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,
834,EMP_CONT,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
835,FREQ,GEO,INDICATORS,ISCO08,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,,
836,FREQ,GEO,INDICATORS,ISCO08,NACE_R2,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
837,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
838,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
839,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,TIME,UNIT,WORKTIME,,,,,
840,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
841,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
842,FREQ,GEO,INDICATORS,INDIC_SE,OBS_FLAG,TIME,UNIT,,,,,,
843,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,,,,,,
844,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
845,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
846,CPAYAGR,EMP_CONT,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,SEX,TIME,,,,
847,AGE,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,SEX,TIME,,,,,
848,FREQ,GEO,INDICATORS,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,,,,,
849,FREQ,GEO,INDICATORS,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,,,,,
850,FREQ,GEO,INDICATORS,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,,,,,
851,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,OWNER,SEX,TIME,,,,,
852,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
853,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
854,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,TIME,UNIT,,,
855,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
856,FREQ,GEO,INDICATORS,INDIC_SE,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
857,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
858,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
859,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
860,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
861,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,TIME,UNIT,,,
862,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
863,FREQ,GEO,INDICATORS,INDIC_SE,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
864,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
865,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
866,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
867,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
868,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,TIME,UNIT,,,
869,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
870,FREQ,GEO,INDICATORS,INDIC_SE,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
871,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
872,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
873,CPAYAGR,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,,,,
874,AGE,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,,,,
875,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,TIME,,,,
876,EMP_CONT,FREQ,GEO,INDICATORS,INDIC_SE,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
877,FREQ,GEO,INDICATORS,INDIC_SE,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,,,,
878,FREQ,GEO,INDICATORS,INDIC_SE,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,,,,
879,FREQ,GEO,INDICATORS,INDIC_SE,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,,,,
880,CPAYAGR,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,,
881,AGE,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,,
882,AGE,FREQ,GEO,INDICATORS,ISCO88,OBS_FLAG,SEX,TIME,UNIT,,,,
883,EMP_CONT,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,,
884,FREQ,GEO,INDICATORS,ISCED97,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,,
885,FREQ,GEO,INDICATORS,L_SERV,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,,
886,FREQ,GEO,INDICATORS,ISCO88,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,,
887,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,TIME,WORKTIME,,
888,FREQ,GEO,INDICATORS,NACE_R1,OBS_FLAG,TIME,UNIT,WORKTIME,,,,,
889,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,TIME,WORKTIME,,
890,FREQ,GEO,INDICATORS,OBS_FLAG,OWNER,TIME,UNIT,,,,,,
891,FREQ,GEO,INDICATORS,OBS_FLAG,QUANTILE,TIME,UNIT,WORKTIME,,,,,
892,AGE,FREQ,GEO,INDICATORS,INDIC_SE,ISCO08,NACE_R2,OBS_FLAG,SEX,TIME,WORKTIME,,
893,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
894,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
895,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
896,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,,,
897,EMP_CONT,FREQ,GEO,INDICATORS,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
898,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
899,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
900,FREQ,GEO,INDICATORS,NACE_R2,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
901,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,,,
902,EMP_CONT,FREQ,GEO,INDICATORS,OBS_FLAG,SIZECLAS,TIME,UNIT,,,,,
903,FREQ,GEO,INDICATORS,N_LANG,OBS_FLAG,SEX,TIME,UNIT,,,,,
904,AGE,FREQ,GEO,INDICATORS,N_LANG,OBS_FLAG,TIME,UNIT,,,,,
905,FREQ,GEO,INDICATORS,ISCED11,N_LANG,OBS_FLAG,TIME,UNIT,,,,,
906,FREQ,GEO,INDICATORS,N_LANG,OBS_FLAG,TIME,UNIT,WSTATUS,,,,,
907,FREQ,GEO,INDICATORS,ISCO08,N_LANG,OBS_FLAG,TIME,UNIT,,,,,
908,DEG_URB,FREQ,GEO,INDICATORS,N_LANG,OBS_FLAG,TIME,UNIT,,,,,
909,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,SEX,TIME,UNIT,,,,,
910,AGE,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
911,FREQ,GEO,INDICATORS,ISCED11,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
912,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,WSTATUS,,,,,
913,FREQ,GEO,INDICATORS,ISCO08,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
914,DEG_URB,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
915,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,SEX,TIME,UNIT,,,,,
916,AGE,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
917,FREQ,GEO,INDICATORS,ISCED11,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
918,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,WSTATUS,,,,,
919,FREQ,GEO,INDICATORS,ISCO08,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
920,DEG_URB,FREQ,GEO,INDICATORS,LEV_KNOW,OBS_FLAG,TIME,UNIT,,,,,
921,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,,
922,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,
923,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,,
924,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,
925,AGE,FREQ,GEO,INDICATORS,ISCED11,ISCO08,OBS_FLAG,SEX,TIME,UNIT,,,
926,AGE,EMP_CONT,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
927,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,WORKTIME,,,
928,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,SIZECLAS,TIME,UNIT,,,
929,AGE,FREQ,GEO,INDICATORS,ISCED11,NACE_R1,OBS_FLAG,SEX,TIME,UNIT,,,
930,AGE,FREQ,GEO,INDICATORS,ISCED11,NACE_R2,OBS_FLAG,SEX,TIME,UNIT,,,
931,AGE,CITIZEN,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
932,AGE,C_BIRTH,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
933,AGE,DEG_URB,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
934,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,,
935,AGE,C_BIRTH,DEG_URB,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,
936,AGE,CITIZEN,DEG_URB,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,
937,AGE,C_BIRTH,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
938,AGE,CITIZEN,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
939,AGE,CITIZEN,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,
940,AGE,C_BIRTH,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,
941,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,,
942,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,,
943,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,,
944,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,WSTATUS,,,,
945,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,,,,,
946,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,UNIT,,,,,
947,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,,
948,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,,
949,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,,
950,AGE,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,
951,AGE,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,,
952,AGE,CITIZEN,FREQ,GEO,INDICATORS,OBS_FLAG,SEX,TIME,TRAINING,UNIT,WSTATUS,,
953,AGE,DURATION,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
954,AGE,DURATION,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
955,AGE,DURATION,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
956,AGE,DURATION,FREQ,GEO,INDICATORS,ISCED11,OBS_FLAG,SEX,TIME,UNIT,,,
